"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Feb 25 18:23:33 UTC 2020","Tue Feb 25 18:23:33 UTC 2020","28","Surefire suite","Surefire test","com.allure.docker.FirstTest","com.allure.docker.FirstTest","test2","test2",""
"passed","Tue Feb 25 18:23:32 UTC 2020","Tue Feb 25 18:23:33 UTC 2020","65","Surefire suite","Surefire test","com.allure.docker.FirstTest","com.allure.docker.FirstTest","test1","test1",""
